text,expertise,risk
"Lately, I always seek validation from others to feel good. I just want things to get better.",Empowerment,Low
Lately I have been feeling that I missed a few classes and now I am falling behind right now.,Academics,Low
Can anyone advise me? I want to believe in myself more but my inner voice is so negative and it's ruining my life.,Empowerment,Low
I am struggling because I constantly doubt my abilities and intelligence and I have no support system here.,Self-Esteem,Medium
I am struggling because I cannot understand my university coursework and I don't know what to do.,Education,Medium
"Lately, I lack clean water for bathing and personal hygiene. I just want things to get better.",Hygiene,Medium
"To be honest, I feel completely insecure and unloved when I compare myself online. It is so hard.",Empowerment,Medium
I feel like I am worried about my physical health and lack of nutrition,Hygiene,Medium
I feel like My anxiety is so bad I can't leave my room. It is so hard.,Mental Health,High
It is hard to admit but There is no clean or private place to change my pads at school and I don't know what to do.,Hygiene,Medium
Can anyone advise me? My parents cannot afford to sponsor my education anymore. It is so hard.,Financial,Medium
Can anyone advise me? I missed a few classes and now I am falling behind which makes everything worse.,Education,Low
"Honestly, I missed a few classes and now I am falling behind and it's completely draining my energy.",Education,Low
I feel like I am trying to figure out what my strengths are which makes everything worse.,Future Planning,Low
Lately I have been feeling that I have to drop out entirely because we cannot pay basic living fees. It is so hard.,Financial,High
I feel like I have a plan to end my life tonight and it's completely draining my energy.,Mental Health,Critical
Can anyone advise me? I feel very lonely and isolated from my friends,Mental Health,Medium
I need to vent: I need reliable information on contraceptive methods right now.,Hygiene,Medium
"Lately, Unemployment is making me feel like a burden and it's ruining my life.",Future Planning,Medium
It is hard to admit but I want to learn how to network professionally within my field. I feel stuck.,Future Planning,Low
Every day it's the same: We lack basic sanitation facilities in our community right now.,Hygiene,High
"Lately, I dropped out of school because it was too difficult. I feel stuck.",Education,Medium
Lately I have been feeling that I am constantly stressed about how to source funds for tuition fees and I don't know what to do.,School Fees,Medium
I feel like I cannot understand mathematics concepts. It is so hard.,Academics,Low
It is hard to admit but I can't seem to sleep or rest because my mind won't stop worrying and it's ruining my life.,Mental Health,Medium
"Please help, I want to find a mentor to guide my career. It is so hard.",Future Planning,Low
It is hard to admit but I dropped out of school because it was too difficult which makes everything worse.,Education,Medium
I need to vent: I don't know how to prepare for a job interview,Future Planning,Low
"It is hard to admit but I don't want to wake up tomorrow, I want to die and I have no support system here.",Mental Health,Critical
Every day it's the same: I cannot understand my university coursework and it's completely draining my energy.,Academics,Medium
Lately I have been feeling that I find it hard to speak up or stand up for myself right now.,Self-Esteem,Low
"Please help, I am facing extreme financial crisis and debt and I don't know what to do.",School Fees,High
"Please help, I need extra tutoring for my science courses and I don't know what to do.",Academics,Low
We lack basic sanitation facilities in our community right now.,Health,High
It is hard to admit but I am struggling to find mentorship opportunities. It is so hard.,Future Planning,Medium
Unemployment is making me feel like a burden and it's completely draining my energy.,Career,Medium
I need to vent: There is no clean or private place to change my pads at school right now.,Health,Medium
I feel like I want to learn how to network professionally within my field right now.,Career,Low
I feel like I might drop out of school due to financial struggles. I feel stuck.,School Fees,Medium
"Lately, I feel stressed out and overwhelmed by life. It is so hard.",Mental Health,Medium
