text,expertise,risk
"Honestly, I don't have access to clean drinking water and I am sick right now.",Hygiene & Health,High
"Honestly, I need extra tutoring for my science courses right now.",Education & Academics,Low
Lately I have been feeling that I am struggling financially to make ends meet each month and I don't know what to do.,Financial & School Fees,Medium
I am struggling because I am planning to harm myself tonight because I cannot take it anymore. I feel stuck.,Mental Health,Critical
I am struggling because I missed a few classes and now I am falling behind and it's ruining my life.,Education & Academics,Low
I am slipping back into deep depression and feel trapped. It is so hard.,Mental Health,High
"Honestly, I struggle to say no when people pressure me into things and I don't know what to do.",Self-Esteem & Empowerment,Low
I need to vent: I feel confused about transitioning from school to the workforce and it's completely draining my energy.,Career & Future,Low
It is hard to admit but I have an outstanding balance and won't be allowed to register,Financial & School Fees,Medium
"Every day it's the same: I am thinking about suicide, I can't do this anymore right now.",Mental Health,Critical
I am struggling because I feel very lonely and isolated from my friends and I don't know what to do.,Mental Health,Medium
"Honestly, I struggle to say no when people pressure me into things. It is so hard.",Self-Esteem & Empowerment,Low
"Honestly, I hate how I look and feel completely insecure and it's ruining my life.",Self-Esteem & Empowerment,Medium
"To be honest, My mind is constantly racing with dark, heavy thoughts right now.",Mental Health,High
"Please help, We lack basic sanitation facilities in our community and I have no support system here.",Hygiene & Health,High
Lately I have been feeling that I feel stressed out and overwhelmed by life and I don't know what to do.,Mental Health,Medium
I feel like My anxiety is so bad I can't leave my room. I just want things to get better.,Mental Health,High
"Can anyone advise me? I am thinking about suicide, I can't do this anymore and I don't know what to do.",Mental Health,Critical
"To be honest, I want to build my self-esteem but don't know how. It is so hard.",Self-Esteem & Empowerment,Low
Every day it's the same: I have to drop out entirely because we cannot pay basic living fees and I don't know what to do.,Financial & School Fees,High
Can anyone advise me? I am body-shamed by my peers and it destroys my confidence which makes everything worse.,Self-Esteem & Empowerment,Medium
"Honestly, I feel like failing these assignments will ruin my entire future and it's ruining my life.",Education & Academics,Medium
"Please help, I have an untreated reproductive tract illness and nowhere to go. It is so hard.",Hygiene & Health,High
Lately I have been feeling that I don't have access to clean drinking water and I am sick and it's ruining my life.,Hygiene & Health,High
I feel like I find it hard to concentrate during lectures. I just want things to get better.,Education & Academics,Low
Every day it's the same: I want to learn how to network professionally within my field. I just want things to get better.,Career & Future,Low
Every day it's the same: I cannot afford sanitary pads and miss school every month,Hygiene & Health,High
"Lately, My parents cannot afford to sponsor my education anymore. It is so hard.",Financial & School Fees,Medium
Can anyone advise me? I am struggling to find mentorship opportunities and it's completely draining my energy.,Career & Future,Medium
Lately I have been feeling that I have a severe infection but no access to a clinic,Hygiene & Health,High
It is hard to admit but I cannot understand mathematics concepts and I have no support system here.,Education & Academics,Low
I need to vent: I am constantly anxious about my future which makes everything worse.,Mental Health,Medium
Can anyone advise me? I have no money to pay for my university school fees and it's ruining my life.,Financial & School Fees,Medium
I am struggling because I don't know how to prepare for a job interview right now.,Career & Future,Low
Lately I have been feeling that I feel locked out of career spaces because I don't have connections and I don't know what to do.,Career & Future,Medium
"Honestly, I want to become a stronger, more confident girl",Self-Esteem & Empowerment,Low
"Honestly, I feel confused about transitioning from school to the workforce",Career & Future,Low
I need to vent: I am falling behind on my reading list this semester,Education & Academics,Low
I am struggling because I feel deeply depressed and hopeless about everything and it's completely draining my energy.,Mental Health,High
Lately I have been feeling that I cannot afford sanitary pads and miss school every month and it's completely draining my energy.,Hygiene & Health,High
